You entered a buffer length of 100,x_100,y,y_100_long,,z_100_long,,,,,,,,,,,x_20
Average X value:,-0.001088, Average Y value:,0.984831, Average Z value:,0.215455, Max X values:,0.002258,-0.00409, Max Y values:,0.988525,0.982055, Max Z values:,0.002258,-0.00409,,-0.001019
Average X value:,-0.001091, Average Y value:,0.984818, Average Z value:,0.21547, Max X values:,0.002258,-0.00409, Max Y values:,0.988525,0.982055, Max Z values:,0.002258,-0.00409,,-0.001025
Average X value:,-0.001091, Average Y value:,0.984785, Average Z value:,0.215473, Max X values:,0.002258,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002258,-0.00409,,-0.001087
Average X value:,-0.001115, Average Y value:,0.984777, Average Z value:,0.215478, Max X values:,0.002258,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002258,-0.00409,,-0.001044
Average X value:,-0.001172, Average Y value:,0.984794, Average Z value:,0.215497, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.001019
Average X value:,-0.001182, Average Y value:,0.984803, Average Z value:,0.215493, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.001007
Average X value:,-0.001162, Average Y value:,0.984804, Average Z value:,0.2155, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.00094
Average X value:,-0.001148, Average Y value:,0.9848, Average Z value:,0.215526, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.000794
Average X value:,-0.001169, Average Y value:,0.984778, Average Z value:,0.215504, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.000909
Average X value:,-0.001151, Average Y value:,0.984744, Average Z value:,0.21551, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.00105
Average X value:,-0.001163, Average Y value:,0.984753, Average Z value:,0.21551, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.001044
Average X value:,-0.001162, Average Y value:,0.984777, Average Z value:,0.215531, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.001093
Average X value:,-0.001145, Average Y value:,0.984798, Average Z value:,0.215488, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.001087
Average X value:,-0.001148, Average Y value:,0.984812, Average Z value:,0.215481, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.00105
Average X value:,-0.001149, Average Y value:,0.984822, Average Z value:,0.215499, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.001007
Average X value:,-0.001152, Average Y value:,0.98482, Average Z value:,0.215516, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.001019
Average X value:,-0.001163, Average Y value:,0.984828, Average Z value:,0.215528, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.001001
Average X value:,-0.001174, Average Y value:,0.984826, Average Z value:,0.215514, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.000965
Average X value:,-0.001201, Average Y value:,0.984815, Average Z value:,0.215501, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.000965
Average X value:,-0.001159, Average Y value:,0.984793, Average Z value:,0.215511, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.001032
Average X value:,-0.001154, Average Y value:,0.984788, Average Z value:,0.215487, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982055, Max Z values:,0.002014,-0.00409,,-0.000971
Average X value:,-0.001135, Average Y value:,0.984809, Average Z value:,0.215489, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982909, Max Z values:,0.002014,-0.00409,,-0.001001
Average X value:,-0.001107, Average Y value:,0.98481, Average Z value:,0.215489, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982909, Max Z values:,0.002014,-0.00409,,-0.000971
Average X value:,-0.001099, Average Y value:,0.984787, Average Z value:,0.215504, Max X values:,0.002014,-0.00409, Max Y values:,0.988403,0.982909, Max Z values:,0.002014,-0.00409,,-0.001001
Average X value:,-0.001102, Average Y value:,0.98475, Average Z value:,0.215521, Max X values:,0.002014,-0.00409, Max Y values:,0.986694,0.982909, Max Z values:,0.002014,-0.00409,,-0.000934
Average X value:,-0.001118, Average Y value:,0.984738, Average Z value:,0.215511, Max X values:,0.002014,-0.00409, Max Y values:,0.986694,0.982909, Max Z values:,0.002014,-0.00409,,-0.000952
Average X value:,-0.001117, Average Y value:,0.984755, Average Z value:,0.215517, Max X values:,0.002014,-0.00409, Max Y values:,0.986694,0.982909, Max Z values:,0.002014,-0.00409,,-0.000922
Average X value:,-0.0011, Average Y value:,0.984734, Average Z value:,0.215532, Max X values:,0.002014,-0.00409, Max Y values:,0.986694,0.982909, Max Z values:,0.002014,-0.00409,,-0.001001
,,,,,,,,,,,,,,,,-0.000971
,,,,,,,,,,,,,,,,-0.000897
,,,,,,,,,,,,,,,,-0.00091
,,,,,,,,,,,,,,,,-0.000928
,,,,,,,,,,,,,,,,-0.000873
,,,,,,,,,,,,,,,,-0.000885
,,,,,,,,,,,,,,,,-0.000897
,,,,,,,,,,,,,,,,-0.000812
,,,,,,,,,,,,,,,,-0.000885
,,,,,,,,,,,,,,,,-0.000965
,,,,,,,,,,,,,,,,-0.001026
,,,,,,,,,,,,,,,,-0.000977
,,,,,,,,,,,,,,,,-0.000934
,,,,,,,,,,,,,,,,-0.000897
,,,,,,,,,,,,,,,,-0.00091
,,,,,,,,,,,,,,,,-0.000891
,,,,,,,,,,,,,,,,-0.000958
,,,,,,,,,,,,,,,,-0.000922
,,,,,,,,,,,,,,,,-0.001019
,,,,,,,,,,,,,,,,-0.001019
,,,,,,,,,,,,,,,,-0.000977
,,,,,,,,,,,,,,,,-0.000903
,,,,,,,,,,,,,,,,-0.000971
,,,,,,,,,,,,,,,,-0.000922
,,,,,,,,,,,,,,,,-0.000903
,,,,,,,,,,,,,,,,-0.000891
,,,,,,,,,,,,,,,,-0.000897
,,,,,,,,,,,,,,,,-0.000934
,,,,,,,,,,,,,,,,-0.00091
,,,,,,,,,,,,,,,,-0.000891
,,,,,,,,,,,,,,,,-0.000861
,,,,,,,,,,,,,,,,-0.000897
,,,,,,,,,,,,,,,,-0.001007
,,,,,,,,,,,,,,,,-0.001013
,,,,,,,,,,,,,,,,-0.000983
,,,,,,,,,,,,,,,,-0.001001
,,,,,,,,,,,,,,,,-0.00108
,,,,,,,,,,,,,,,,-0.001129
,,,,,,,,,,,,,,,,-0.001056
,,,,,,,,,,,,,,,,-0.001025
,,,,,,,,,,,,,,,,-0.001038
,,,,,,,,,,,,,,,,-0.001203
,,,,,,,,,,,,,,,,-0.001154
,,,,,,,,,,,,,,,,-0.001056
,,,,,,,,,,,,,,,,-0.001184
,,,,,,,,,,,,,,,,-0.00127
,,,,,,,,,,,,,,,,-0.001263
,,,,,,,,,,,,,,,,-0.001276
,,,,,,,,,,,,,,,,-0.001306
,,,,,,,,,,,,,,,,-0.0013
,,,,,,,,,,,,,,,,-0.001343
,,,,,,,,,,,,,,,,-0.001276
,,,,,,,,,,,,,,,,-0.001337
,,,,,,,,,,,,,,,,-0.001367
,,,,,,,,,,,,,,,,-0.001434
,,,,,,,,,,,,,,,,-0.001538
,,,,,,,,,,,,,,,,-0.001477
,,,,,,,,,,,,,,,,-0.001514
,,,,,,,,,,,,,,,,-0.001526
,,,,,,,,,,,,,,,,-0.001508
,,,,,,,,,,,,,,,,-0.001556
,,,,,,,,,,,,,,,,-0.001343
,,,,,,,,,,,,,,,,-0.001245
,,,,,,,,,,,,,,,,-0.001434
,,,,,,,,,,,,,,,,-0.001379
,,,,,,,,,,,,,,,,-0.0013
,,,,,,,,,,,,,,,,-0.001355
,,,,,,,,,,,,,,,,-0.001318
,,,,,,,,,,,,,,,,-0.001196
,,,,,,,,,,,,,,,,-0.001208
,,,,,,,,,,,,,,,,-0.001093
,,,,,,,,,,,,,,,,-0.001135
,,,,,,,,,,,,,,,,-0.001074
,,,,,,,,,,,,,,,,-0.00105
,,,,,,,,,,,,,,,,-0.000964
,,,,,,,,,,,,,,,,-0.000897
,,,,,,,,,,,,,,,,-0.00097
,,,,,,,,,,,,,,,,-0.000946
,,,,,,,,,,,,,,,,-0.000964
,,,,,,,,,,,,,,,,-0.001044
,,,,,,,,,,,,,,,,-0.001032
,,,,,,,,,,,,,,,,-0.001129
,,,,,,,,,,,,,,,,-0.001215
,,,,,,,,,,,,,,,,-0.001172
,,,,,,,,,,,,,,,,-0.001209
,,,,,,,,,,,,,,,,-0.001227
,,,,,,,,,,,,,,,,-0.001172
,,,,,,,,,,,,,,,,-0.001264
,,,,,,,,,,,,,,,,-0.001337
,,,,,,,,,,,,,,,,-0.00138
,,,,,,,,,,,,,,,,-0.001428
,,,,,,,,,,,,,,,,-0.00141
,,,,,,,,,,,,,,,,-0.001319
,,,,,,,,,,,,,,,,-0.001355
,,,,,,,,,,,,,,,,-0.001288
,,,,,,,,,,,,,,,,-0.001257
,,,,,,,,,,,,,,,,-0.001178
,,,,,,,,,,,,,,,,-0.001062
,,,,,,,,,,,,,,,,-0.000995
,,,,,,,,,,,,,,,,-0.000977
,,,,,,,,,,,,,,,,-0.000897
,,,,,,,,,,,,,,,,-0.000879
,,,,,,,,,,,,,,,,-0.000836
,,,,,,,,,,,,,,,,-0.0008
,,,,,,,,,,,,,,,,-0.000733
,,,,,,,,,,,,,,,,-0.000726
,,,,,,,,,,,,,,,,-0.000739
,,,,,,,,,,,,,,,,-0.000623
,,,,,,,,,,,,,,,,-0.000635
,,,,,,,,,,,,,,,,-0.000659
,,,,,,,,,,,,,,,,-0.000592
,,,,,,,,,,,,,,,,-0.000556
,,,,,,,,,,,,,,,,-0.000684
,,,,,,,,,,,,,,,,-0.000647
,,,,,,,,,,,,,,,,-0.000781
,,,,,,,,,,,,,,,,-0.000873
,,,,,,,,,,,,,,,,-0.000842
